event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
MmuEX1022856	chr9	+	106480806	106480942	106480946	106481155	Rrp9	3	nd
MmuEX0046993	chr3	-	133479366	133480132	133476636	133479341	Tet2	24	
MmuEX1017889	chr2	-	125114051	125116664	125113943	125114042	Myef2	8	nd
MmuEX0007505	chr17	+	34421988	34428094	34428107	34440866	BC051142	12	nd
MmuEX1003885	chr13	+	96780386	96785802	96785828	96786573	Ankrd31	25	
MmuEX0036385	chrX	-	8201673	8203158	8201570	8201657	Porcn	10	hi
MmuEX1006152	chr5	+	129787469	129787561	129787576	129788233	Cct6a	14	
MmuEX1025470	chr16	-	18333568	18347870	18324451	18333564	Tango2	3	nd
MmuEX6088958	chr11	-	94779849	94782354	94779340	94779825	Tmem92	23	
MmuEX1005929	chr5	-	92657302	92657868	92654173	92657298	Ccdc158	3	
MmuEX0003412	chr9	-	53597645	53598084	53595401	53597635	Acat1	9	nd
MmuEX1004174	chr1	-	10179677	10179825	10174196	10179673	Arfgef1	3	nd
MmuEX1016366	chr3	+	86664591	86676152	86676154	86715512	Lrba	1	nd
MmuEX1015359	chr8	+	46740346	46744590	46744594	46793492	Irf2	3	nd
MmuEX1023410	chr11	+	77977655	77977654	77977659	77977741	Sez6	4	nd
MmuEX0015840	chr13	-	44953195	44970045	44931152	44953171	Dtnbp1	23	nd
MmuEX1008177	chr1	-	165411709	165420110	165411600	165411698	Dcaf6	10	
MmuEX1005087	chr2	+	69665110	69666940	69666965	69667103	Bbs5	24	nd
MmuEX1013822	chr7	+	6255942	6259337	6259347	6263906	Gm6792	9	
MmuEX1028645	chr17	-	33021579	33021705	33021510	33021572	Zfp763	6	nd
MmuEX0023729	chr3	-	68896112	68898484	68894182	68896108	Ift80	3	nd
MmuEX6079238	chr17	-	73333507	73337314	73331180	73333497	Capn13	9	
MmuEX0047495	chr4	-	43534164	43534389	43533969	43534160	Tln1	3	nd
MmuEX1022034	chr12	-	55624462	55640583	55612759	55624458	Ralgapa1	3	nd
MmuEX1014931	chr9	+	44389628	44389914	44389918	44390835	Hyou1	3	nd
MmuEX1007762	chr2	-	13283660	13283980	13283087	13283655	Cubn	4	nd
MmuEX0003242	chr2	-	22963229	22971082	22962502	22963213	Abi1	15	hi
MmuEX0028507	chr10	-	79907657	79908817	79907147	79907490	Med16	21	nd
MmuEX0053499	chr11	+	49203539	49204450	49204476	49212698	Zfp62	25	nd
MmuEX0042256	chr15	+	89533455	89538014	89538039	89543099	Shank3	24	hi
MmuEX1023769	chr13	+	23852435	23853063	23853067	23855572	Slc17a3	3	
MmuEX6034474	chr8	+	13039654	13045075	13045101	13050625	F10	25	
MmuEX6084397	chr11	+	29134706	29135540	29135564	29137095	Pnpt1	23	
MmuEX1003016	chr6	-	88837051	88838117	88836726	88837041	Abtb1	9	nd
MmuEX1005149	chr2	+	4752992	4761350	4761354	4763077	Bend7	3	nd
MmuEX0036499	chr7	-	144488718	144489196	144485209	144488690	Ppfia1	27	hi
MmuEX0008871	chr16	-	66953301	67620170	66882883	66953273	Cadm2	27	
MmuEX1003009	chr5	+	35841402	35841625	35841629	35843167	Ablim2	3	nd
MmuEX0011693	chr5	-	123581598	123582719	123580125	123581591	Clip1	6	hi
MmuEX6018549	chr5	+	87781889	87784564	87784589	87785286	Csn1s2a	24	
MmuEX0037208	chrX	-	77784443	77786127	77782302	77784432	Prkx	10	nd
MmuEX1026935	chr7	+	67725317	67725547	67725562	67726027	Ttc23	14	
MmuEX0037258	chr18	-	32133658	32134849	32133514	32133632	Proc	25	
MmuEX1028306	chr4	-	133609625	133610369	133608774	133609621	Zdhhc18	3	nd
MmuEX0013424	chr5	+	143702926	143703372	143703376	143707083	Cyth3	3	ot
MmuEX1010341	chr18	-	37968965	37969354	37968796	37968955	Fchsd1	9	nd
MmuEX1025732	chr7	+	112759640	112767185	112767189	112839415	Tead1	3	nd
MmuEX0005190	chr10	+	90923603	90940563	90940576	90941425	Anks1b	12	hi
MmuEX6018795	chr5	-	91952968	91953052	91951942	91952940	Rchy1	27	nd
MmuEX0027637	chr9	+	57139402	57139687	57139709	57139853	Man2c1	21	
MmuEX6027838	chr1	-	138081277	138082635	138080995	138081268	Ptprc	8	
MmuEX7033705	chr3	-	142309545	142312122	142304723	142309527	Pdlim5	17	
MmuEX1024650	chr11	-	34820792	34820889	34819888	34820769	Spdl1	22	
MmuEX1019955	chr16	-	45768142	45770671	45763115	45768132	Phldb2	9	nd
MmuEX0030350	chr16	-	14248601	14250521	14246820	14248579	Myh11	21	hi
MmuEX0035673	chr15	-	76194574	76194750	76194431	76194558	Plec	15	hi
MmuEX1012487	chr8	+	20293166	20366174	20366180	20420453	Gm26804	5	
MmuEX1003660	chr19	-	40586337	40588309	40586193	40586333	Aldh18a1	3	nd
MmuEX0039713	chr11	+	80301272	80302663	80302688	80319557	Rhbdl3	24	hi
MmuEX0012250	chr3	+	130583324	130584699	130584727	130585682	Col25a1	27	lo
MmuEX1019408	chr11	+	35778753	35779876	35779880	35781583	Pank3	3	nd
MmuEX6106345	chr2	+	156067133	156067311	156067338	156067454	Spag4	26	nd
MmuEX1024717	chr11	-	72503218	72505055	72499737	72503214	Spns3	3	
MmuEX0008731	chr2	-	24656723	24657290	24654481	24656710	Cacna1b	12	
MmuEX1003048	chr1	+	180747079	180749585	180749589	180752158	Acbd3	3	nd
MmuEX1019124	chr11	+	6334649	6335306	6335311	6338557	Ogdh	4	nd
MmuEX1007295	chr1	-	82508215	82509167	82507110	82508210	Col4a4	4	nd
MmuEX1019731	chrX	-	100625659	100625885	100625626	100625648	Pdzd11	10	nd
MmuEX1015527	chr13	-	93456753	93459619	93454094	93456749	Jmy	3	nd
MmuEX1005778	chr19	+	56404526	56407591	56407595	56433241	Casp7	3	nd
MmuEX1005086	chr2	+	69652848	69653164	69653168	69654062	Bbs5	3	nd
MmuEX0043597	chr7	+	16150445	16150573	16150592	16152818	Slc8a2	18	ot
MmuEX0044664	chr8	+	123066576	123067449	123067465	123070379	Spg7	15	nd
MmuEX1020071	chr4	+	116222414	116222562	116222568	116256167	Pik3r3	5	nd
MmuEX1027549	chr3	-	122979477	122984281	122964348	122979464	Usp53	12	nd
MmuEX0005238	chr7	-	144619487	144621667	144618921	144619474	Ano1	12	
MmuEX1006091	chr1	+	121456172	121457314	121457333	121461463	Ccdc93	18	
MmuEX0040436	chr2	+	158036126	158036768	158036781	158043405	Rprd1b	12	nd
MmuEX0030354	chr7	-	44657441	44657934	44655685	44657416	Myh14	24	ot
MmuEX1027150	chr17	-	31650002	31652501	31648895	31649998	U2af1	3	nd
MmuEX1010272	chr4	-	148147060	148147294	148146936	148147034	Fbxo6	25	
MmuEX0018773	chr17	+	25818189	25818497	25818583	25818895	Fbxl16	25	nd
MmuEX1009340	chr15	+	79086605	79087723	79087739	79089463	Eif3l	15	
MmuEX1007920	chr5	-	137918535	137918998	137917571	137918512	Cyp3a13	22	
MmuEX1020761	chr7	+	80313132	80313445	80313449	80313526	Prc1	3	nd
MmuEX1027140	chr2	+	119808013	119808413	119808418	119808738	Tyro3	4	nd
MmuEX1021159	chr5	+	103425537	103462034	103462039	103462133	Ptpn13	4	nd
MmuEX7001900	chr3	-	63699543	63701783	63699481	63699519	Plch1	23	
MmuEX0026876	chr2	-	69505934	69506378	69505330	69505918	Lrp2	15	
MmuEX1028175	chr12	-	21393633	21394964	21391416	21393629	Ywhaq	3	
MmuEX1008582	chr7	+	131058327	131061467	131061483	131069732	Dmbt1	15	nd
MmuEX1008049	chr5	-	36669316	36672747	36629792	36669305	D5Ertd579e	10	nd
MmuEX6018998	chr5	+	98552745	98553525	98553552	98553721	Gm11111	26	
MmuEX1004558	chr10	-	81207412	81207513	81206742	81207408	Atcay	3	nd
MmuEX0012236	chr3	+	145461527	145468109	145468115	145472106	Col24a1	5	nd
MmuEX6009968	chr7	-	31072099	31072180	31071367	31072074	Fxyd3	24	
MmuEX1028022	chr11	+	101264426	101264830	101264843	101265079	Wnk4	12	nd
MmuEX1023890	chrX	+	36757941	36761683	36761695	36775481	Slc25a43	11	
MmuEX6040361	chr14	-	30942915	30943158	30942627	30942893	Itih1	21	
MmuEX6012322	chr7	+	97390340	97390934	97390962	97391512	Alg8	27	
MmuEX0001966	chr18	+	77991491	77993454	77993482	77995511	Epg5	27	
MmuEX0021779	chr7	-	31133232	31133990	31132866	31133219	Gramd1a	12	hi
MmuEX7006275	chr9	-	56007310	56009244	56004081	56007284	4930563M21Rik	25	
MmuEX6067477	chr9	-	79656606	79656711	79655542	79656578	Col12a1	27	nd
MmuEX1020550	chr6	-	5266312	5266964	5266241	5266306	Pon2	5	nd
MmuEX1027915	chr17	+	71625491	71625632	71625636	71626772	Wdr43	3	nd
MmuEX1010028	chr14	+	27464414	27466099	27466103	27466166	Fam208a	3	nd
MmuEX0041818	chr9	+	110532753	110546663	110546679	110547208	Setd2	15	hi
MmuEX1018220	chr1	+	152808018	152808193	152808206	152810917	Ncf2	12	
MmuEX0020191	chr8	-	84893475	84893554	84893165	84893447	Gcdh	27	nd
MmuEX7033958	chr7	-	29040004	29040387	29038429	29039976	Ryr1	27	
MmuEX1020938	chr15	+	99305194	99305407	99305434	99305540	Prpf40b	26	nd
MmuEX1024985	chr2	-	52700808	52703101	52700172	52700783	Stam2	24	
MmuEX1027193	chr2	+	164770395	164771136	164771156	164771292	Ube2c	19	
MmuEX1016690	chr10	-	53953140	54014414	53935013	53953136	Man1a	3	nd
MmuEX1003779	chr5	+	52864653	52864798	52864807	52865893	Anapc4	8	nd
MmuEX0037892	chr4	-	76054601	76059668	76050440	76054588	Ptprd	12	hi
MmuEX6058728	chr13	-	57761373	57907401	57702313	57761363	Spock1	9	nd
MmuEX1022008	chr4	-	116121289	116122895	116118958	116121277	Rad54l	11	nd
MmuEX1022269	chrX	-	57388138	57388521	57387394	57388126	Rbmx	11	
MmuEX0017234	chr14	+	28040537	28046474	28046487	28080131	Erc2	12	
MmuEX1028782	chr15	-	58059442	58076113	58055148	58059438	Zhx1	3	nd
MmuEX6028448	chr1	-	156081414	156087788	156080172	156081391	Fam163a	22	nd
MmuEX0023410	chr4	+	137559431	137559950	137559969	137560412	Hspg2	18	nd
MmuEX1022277	chr8	-	33919583	33929475	33866405	33919579	Rbpms	3	nd
MmuEX6025949	chr1	+	86168938	86172123	86172149	86173556	Armc9	25	nd
MmuEX1016543	chr6	-	125311806	125312042	125309567	125311801	Ltbr	4	nd
MmuEX1015456	chr6	+	108237086	108238298	108238326	108241263	Itpr1	27	
MmuEX1008455	chr2	+	158834995	158836095	158836105	158836640	Dhx35	9	nd
MmuEX1016783	chr4	-	126235609	126236632	126235096	126235601	Map7d1	7	nd
MmuEX1001542	chr1	+	105721416	105721924	105721944	105725648	2310035C23Rik	19	
MmuEX6087962	chr11	+	78518210	78518952	78518980	78519179	Poldip2	27	nd
MmuEX0014122	chr13	+	55674115	55675403	55675407	55675895	Ddx46	3	nd
MmuEX0010075	chr3	-	65950227	65950479	65948791	65950212	Ccnl1	14	ot
MmuEX7006984	chr11	+	101048526	101054830	101054849	101062311	Atp6v0a1	18	
MmuEX1015329	chr7	-	80722415	80722961	80720992	80722399	Iqgap1	15	nd
MmuEX1027298	chr4	+	59217215	59217556	59217564	59218494	Ugcg	7	nd
MmuEX0035764	chr12	+	76562304	76563499	76563522	76563754	Plekhg3	22	hi
MmuEX0038630	chr2	-	146317800	146327377	146315051	146317779	Ralgapa2	20	
MmuEX1009203	chr9	-	78479502	78479623	78479193	78479479	Eef1a1	22	
MmuEX1015434	chr14	-	30933276	30933357	30932886	30933260	Itih1	15	
MmuEX1014740	chr6	-	51464431	51465178	51464212	51464427	Hnrnpa2b1	3	nd
MmuEX6055133	chr15	-	81871190	81871812	81870499	81871165	Phf5a	24	nd
MmuEX1003516	chrX	-	48505072	48513235	48504953	48505046	Aifm1	25	nd
MmuEX0000333	chr2	-	30796567	30796761	30796284	30796545	1700001O22Rik	21	
MmuEX1004857	chr13	+	13975635	13977518	13977543	13980600	B3galnt2	24	
MmuEX0027508	chr2	-	91158489	91159204	91158144	91158404	Madd	27	nd
MmuEX0030860	chr7	-	143524717	143527165	143524281	143524693	Nap1l4	23	nd
MmuEX0005935	chr7	+	24918001	24918519	24918532	24919630	Arhgef1	9	ot
MmuEX7034681	chr19	-	14491800	14516358	14468272	14491782	Tle4	17	
MmuEX1015028	chr3	-	68991853	68994498	68990962	68991849	Ift80	3	nd
MmuEX0039607	chr17	+	26205776	26207298	26207323	26207395	Rgs11	24	
MmuEX1008736	chr4	+	151950524	151951511	151951515	151952841	Dnajc11	3	nd
MmuEX0007163	chr7	-	25773126	25773342	25770766	25773098	Axl	27	hi
MmuEX0014210	chr2	-	37937043	37961640	37936745	37937027	Dennd1a	15	
MmuEX7008007	chr16	+	66892677	66909649	66909674	66910807	4933411O13Rik	24	
MmuEX0004425	chr16	+	17506335	17506898	17506920	17507126	Aifm3	21	hi
MmuEX0003251	chr1	+	60437233	60438941	60438960	60443984	Abi2	18	hi
MmuEX1012331	chr2	-	174340814	174341648	174336788	174340810	Gm20721	3	nd
MmuEX1010178	chr11	-	120814239	120814476	120814041	120814233	Fasn	5	nd
MmuEX1012864	chr18	-	32460716	32460939	32460618	32460697	Gm35060	18	
MmuEX7008568	chr19	-	50636445	50677906	50475453	50636427	Sorcs1	17	
MmuEX1014742	chr14	-	52098041	52103888	52084392	52098014	Hnrnpc	26	
MmuEX0035653	chr11	+	70557123	70557238	70557242	70557338	Pld2	3	nd
MmuEX0023299	chr18	+	50140400	50142469	50142492	50142592	Hsd17b4	22	nd
MmuEX0032888	chr1	-	51477829	51478367	51477617	51477824	Nabp1	4	nd
MmuEX1026698	chr7	+	104331454	104331637	104331648	104335274	Trim34b	10	
MmuEX6074545	chr3	+	145516073	145524272	145524300	145537200	Col24a1	27	nd
MmuEX6048306	chr10	-	52178974	52180161	52172902	52178946	Ros1	27	
MmuEX1016534	chr12	-	84822834	84828443	84816037	84822828	Ltbp2	5	nd
MmuEX1019678	chr5	-	138988025	138988348	138986378	138988016	Pdgfa	8	nd
MmuEX0019395	chr2	+	53108459	53112276	53112298	53114111	Fmnl2	21	
MmuEX1023752	chr3	+	104649518	104650075	104650088	104650885	Slc16a1	12	nd
MmuEX1024425	chr13	+	38216437	38216559	38216569	38220686	Snrnp48	9	
MmuEX0037912	chr4	-	118252094	118257488	118249010	118252075	Ptprf	18	hi
MmuEX0029542	chr1	-	59140962	59143755	59139801	59140943	Mpp4	18	
MmuEX1002916	chr11	-	94370576	94371618	94368619	94370572	Abcc3	3	
MmuEX1016476	chr3	+	14564622	14565526	14565551	14565732	Lrrcc1	24	
MmuEX1021204	chr1	-	138070163	138071136	138068435	138070157	Ptprc	5	nd
MmuEX1013824	chr7	+	6266848	6268801	6268808	6272975	Gm6792	6	
MmuEX1019973	chr14	+	70465568	70466201	70466205	70466800	Phyhip	3	nd
MmuEX1025305	chr10	-	5426276	5436738	5425761	5426254	Syne1	21	
MmuEX0023934	chr6	+	120477481	120478163	120478176	120478374	Il17ra	12	nd
MmuEX0027928	chr15	-	31487953	31488791	31486436	31487937	March6	15	nd
MmuEX6045783	chrX	+	120487996	120619033	120619060	120899554	Pcdh11x	26	
MmuEX1014735	chr15	+	103242299	103242386	103242404	103242418	Hnrnpa1	17	
MmuEX1005549	chr1	-	154452240	154465718	154450858	154452227	Cacna1e	12	
MmuEX1023175	chr18	+	65812815	65814052	65814064	65814837	Sec11c	11	nd
MmuEX1007858	chr7	+	25917430	25925372	25925400	25926067	Cyp2b10	27	
MmuEX0036521	chr1	-	134311556	134312056	134309752	134311528	Ppfia4	27	
MmuEX1017114	chr14	-	52297144	52297470	52296958	52297128	Mettl3	15	nd
MmuEX1001023	chr5	-	11764953	11769220	11757653	11764943	1700003C15Rik	9	
MmuEX1009776	chr19	+	37681773	37682572	37682588	37682845	Exoc6	15	nd
MmuEX0027471	chr4	-	123364075	123365272	123361028	123364056	Macf1	18	ot
MmuEX1003479	chr4	-	156196566	156197213	156195506	156196539	Agrn	26	nd
MmuEX0013644	chr4	-	56922411	56923338	56916807	56922386	Tmem245	24	hi
MmuEX0020631	chr16	-	5024980	5026507	5021431	5024976	Glyr1	3	nd
MmuEX0048987	chr12	-	101893794	101894261	101893641	101893776	Trip11	17	
MmuEX6089615	chr11	-	100132624	100132990	100132136	100132597	Krt15	26	
MmuEX0027511	chr2	-	91172336	91173112	91170748	91172326	Madd	9	nd
MmuEX0018055	chr7	+	100813001	100818735	100818763	100824131	Fam168a	27	hi
MmuEX1025500	chr4	-	152033352	152033729	152032675	152033326	Tas1r1	25	
MmuEX6107498	chr2	-	180184872	180185627	180184570	180184860	Lama5	11	nd
MmuEX0044507	chr11	+	94071687	94080739	94080755	94081339	Spag9	15	
MmuEX0004911	chr10	+	70015654	70021878	70021882	70023831	Ank3	3	nd
MmuEX1020519	chr5	+	147101304	147107988	147107992	147110647	Polr1d	3	
MmuEX1005099	chrX	-	73704891	73706996	73689683	73704887	Bcap31	3	nd
MmuEX1017909	chr11	+	67095082	67095874	67095884	67096008	Myh3	9	
MmuEX0039561	chr3	+	94954252	94954762	94954790	94955014	Rfx5	27	nd
MmuEX6100538	chr2	-	32315348	32315798	32315061	32315335	Dnm1	12	nd
MmuEX1019571	chr2	+	181837985	181840439	181840443	181841154	Pcmtd2	3	nd
MmuEX1022940	chr7	-	29117229	29117333	29116188	29117207	Ryr1	21	
MmuEX1024530	chr17	-	80434674	80434894	80434153	80434649	Sos1	24	nd
MmuEX1027861	chr5	-	101907073	101907448	101906199	101907067	Wdfy3	5	nd
MmuEX0008798	chr17	-	25382738	25383072	25381574	25382719	Cacna1h	18	hi
MmuEX0015418	chr12	+	40790162	40794596	40794624	40794767	Dock4	27	
MmuEX1007177	chr6	+	104643024	104648259	104648263	104650389	Cntn6	3	nd
MmuEX1006055	chr8	-	129027667	129047608	129027382	129027645	Ccdc7a	21	
MmuEX1011087	chrX	-	134596663	134600737	134596450	134596648	Gla	14	nd
MmuEX0006037	chr14	+	52004743	52004878	52004900	52004988	Arhgef40	21	ot
MmuEX1008505	chr13	+	9584022	9592743	9592759	9601385	Dip2c	15	nd
MmuEX0018879	chr18	-	62514330	62514794	62511115	62514305	Fbxo38	24	nd
MmuEX0004931	chr10	+	69980395	69980823	69980851	69982115	Ank3	27	hi
MmuEX1025144	chr16	-	37135709	37139843	37134534	37135693	Stxbp5l	15	nd
MmuEX1016278	chr13	-	55361906	55362120	55353064	55361893	Lman2	12	nd
MmuEX6001378	chr18	+	44104772	44106513	44106540	44108055	Spink12	26	
MmuEX1001701	chr14	-	49746595	49751418	49689299	49746591	3632451O06Rik	3	nd
MmuEX6091051	chr11	-	115118093	115120263	115117687	115118069	Cd300lf	23	nd
MmuEX1017486	chrX	-	75111668	75111926	75110844	75111664	Mpp1	3	nd
MmuEX0051588	chr16	+	21448408	21451355	21451367	21456226	Vps8	6	nd
MmuEX1028401	chr11	+	80391993	80392141	80392145	80393083	Zfp207	3	nd
MmuEX1003838	chr19	-	36114176	36114976	36112818	36114170	Ankrd1	5	
MmuEX1001191	chr8	-	71021259	71026627	71010509	71021250	1700026F02Rik	8	
MmuEX1007268	chr3	+	130552962	130559861	130559886	130560818	Col25a1	24	ot
MmuEX6051178	chr10	-	107789207	107789421	107789093	107789182	Otogl	24	
MmuEX6006174	chr6	+	113471788	113472070	113472093	113472230	Il17rc	22	nd
MmuEX6098592	chr4	+	155839891	155840777	155840799	155840905	Mxra8	21	nd
MmuEX0042470	chr10	-	81626901	81627471	81625899	81626891	Sirt6	9	nd
MmuEX1008274	chr1	-	121566541	121567790	121566169	121566532	Ddx18	8	ot
MmuEX7002371	chr4	-	72152898	72157462	72145421	72152880	Tle1	17	
MmuEX7005716	chr14	-	13826393	13828467	13825450	13826372	Gm281	20	
MmuEX1008860	chr9	-	21845666	21845760	21845574	21845645	Dock6	20	
MmuEX1007291	chr11	+	51558465	51560006	51560034	51561888	Col23a1	27	nd
MmuEX0010761	chr15	-	85936659	85937843	85932470	85936637	Celsr1	21	hi
MmuEX1019431	chr8	+	127357367	127359492	127359505	127359726	Pard3	12	
MmuEX0039407	chr5	-	21891568	21895988	21885570	21891561	Reln	4	hi
MmuEX6034123	chr8	+	3602106	3602254	3602280	3602367	Camsap3	25	
MmuEX1021274	chr6	+	22987458	22988764	22988780	22994517	Ptprz1	15	
MmuEX0037495	chr8	-	67901811	67904116	67883071	67901807	Psd3	3	nd
MmuEX1014933	chr3	-	105932213	105932557	105932112	105932186	I830077J02Rik	26	
MmuEX0037978	chr17	-	56450362	56451651	56448934	56450352	Ptprs	9	
MmuEX0007071	chr5	+	121745760	121747409	121747437	121747924	Atxn2	27	
MmuEX6001376	chr18	+	44073957	44074402	44074426	44082240	Spink6	23	
MmuEX0045126	chr7	-	109536042	109536283	109535372	109536030	St5	11	
MmuEX0019677	chr5	-	73024789	73027315	73023999	73024770	Fryl	18	hi
MmuEX6079396	chr17	+	75276624	75278951	75278975	75282327	Ltbp1	23	
MmuEX1018035	chr17	+	71105600	71105958	71105962	71106203	Myom1	3	nd
MmuEX1026321	chr3	+	28646762	28648965	28648976	28649142	Tnik	10	nd
MmuEX0000992	chr13	-	104152183	104154295	104150184	104152164	Trappc13	18	lo
MmuEX1026001	chr11	-	117825236	117825600	117824782	117825211	Tk1	24	
MmuEX0042482	chr11	+	96489929	96526042	96526069	96541384	Skap1	26	
MmuEX0008576	chrX	-	53056165	53056657	53055491	53056141	C430049B03Rik	23	
MmuEX1014107	chr2	-	118336717	118373018	118284159	118336712	Gpr176	4	nd
MmuEX6026440	chr1	-	93042512	93042615	93042497	93042497	Kif1a	14	
MmuEX1018459	chr4	+	40996913	40999353	40999363	40999684	Nfx1	9	nd
MmuEX6075562	chr17	-	23997338	23997692	23996838	23997310	Prss22	27	
MmuEX0005311	chr6	-	87270781	87282686	87269304	87270754	Antxr1	26	
MmuEX1016605	chr9	-	123700879	123702124	123700104	123700869	Lztfl1	9	nd
MmuEX1008486	chr12	-	104713700	104714773	104713238	104713696	Dicer1	3	nd
MmuEX1018792	chr4	+	109038053	109038105	109038109	109039657	Nrd1	3	nd
MmuEX1028072	chr1	-	3587183	3670551	3421902	3587176	Xkr4	6	nd
MmuEX1017569	chr9	+	21003405	21005862	21005887	21006133	Mrpl4	24	
MmuEX6030243	chr1	-	195150947	195151571	195150045	195150922	Cr2	24	nd
MmuEX1023043	chr7	-	45013741	45014204	45013594	45013717	Scaf1	23	nd
MmuEX1013099	chr5	+	129364005	129364123	129364151	129364561	Gm43001	27	
MmuEX1015354	chr15	+	94561630	94562486	94562503	94563017	Irak4	16	
MmuEX1009902	chr5	-	24013216	24030478	24000020	24013211	Fam126a	4	nd
MmuEX6052360	chr15	-	3346533	3347471	3341092	3346508	Ghr	24	nd
MmuEX1019910	chr15	+	66609609	66612289	66612310	66613020	Phf20l1	20	ot
MmuEX0039837	chr5	-	128812004	128813561	128806562	128811982	Rimbp2	21	
MmuEX1019780	chr11	+	69102039	69102168	69102194	69102673	Per1	25	
MmuEX1015983	chr4	-	129660786	129661305	129657861	129660782	Kpna6	3	nd
MmuEX1016519	chr10	-	80854950	80855024	80854709	80854939	Lsm7	10	ot
MmuEX1004027	chr16	+	20540416	20540807	20540814	20541209	Ap2m1	6	nd
MmuEX1010773	chr15	+	6644900	6646636	6646663	6648853	Fyb	26	
MmuEX0033866	chr15	+	102484241	102485947	102485953	102487087	Pcbp2	5	nd
MmuEX0048932	chr5	+	31136277	31136752	31136776	31136887	Trim54	23	
MmuEX6083817	chr11	-	5972649	5972812	5972451	5972631	Camk2b	17	
MmuEX1013826	chr7	+	6266848	6271396	6271406	6272975	Gm6792	9	
MmuEX6046739	chrX	+	160768238	160779357	160779384	160781804	Rs1	26	
MmuEX0015638	chr9	-	24485730	24502838	24485102	24485704	Dpy19l1	25	nd
MmuEX6012846	chr7	+	104231890	104232112	104232140	104232366	Trim6	27	
MmuEX0037733	chr15	-	73211996	73215978	73210898	73211986	Ptk2	9	hi
MmuEX1005184	chr17	+	74603113	74603615	74603625	74604493	Birc6	9	nd
MmuEX1011006	chr6	+	72418368	72420039	72420051	72422415	Ggcx	11	nd
MmuEX0027855	chr17	-	24909162	24912747	24908429	24909149	Mapk8ip3	12	ot
MmuEX1016292	chr17	+	25580263	25603762	25603774	25642932	Lmf1	11	
MmuEX0049081	chr2	-	121247527	121248163	121244097	121247500	Trp53bp1	26	
MmuEX6051022	chr10	+	100595156	100602012	100602023	100603342	1700017N19Rik	10	
MmuEX1025916	chr17	-	84337145	84393359	84336883	84337141	Thada	3	nd
MmuEX1003134	chr7	+	119623900	119630911	119630939	119633061	Acsm1	27	
MmuEX6042253	chr14	+	66304236	66307025	66307049	66307811	Trim35	23	nd
MmuEX1012161	chr11	+	69364141	69364453	69364460	69364694	Gm17305	6	
MmuEX1003428	chr5	+	103715406	103726424	103726428	103783123	Aff1	3	nd
MmuEX1006928	chr11	+	70168697	70169128	70169154	70169307	Clec10a	25	
MmuEX1020881	chr13	-	27389639	27390745	27388575	27389623	Prl2b1	15	
MmuEX0013951	chr6	+	83196426	83197318	83197334	83197490	Dctn1	15	hi
MmuEX1024237	chr1	-	23919897	23922037	23891994	23919883	Smap1	13	nd
MmuEX1025502	chr2	-	140046111	140048241	140042163	140046099	Tasp1	11	nd
MmuEX1003712	chr6	+	85681526	85682205	85682217	85694833	Alms1	11	
MmuEX1019108	chr2	+	29904108	29905719	29905726	29912568	Odf2	6	nd
MmuEX1022779	chr2	+	26912160	26912214	26912218	26912365	Rpl7a	3	
MmuEX1007260	chr11	+	51517251	51525951	51525960	51527867	Col23a1	8	nd
MmuEX0029211	chr2	+	18126230	18132532	18132536	18146776	Mllt10	3	nd
MmuEX1021094	chr11	+	30830406	30831902	30831918	30832133	Psme4	15	nd
MmuEX1018289	chr18	+	38460651	38462470	38462475	38464276	Ndfip1	4	nd
MmuEX0032555	chr7	-	78453347	78460280	78451956	78453322	Ntrk3	24	nd
MmuEX1005010	chr19	-	11471021	11476784	11470944	11471016	BE692007	4	
MmuEX0025529	chr15	-	90948339	90956294	90943902	90948323	Kif21a	12	hi
MmuEX1014069	chr7	-	34207609	34212135	34205936	34207605	Gpi1	3	
MmuEX0037314	chr2	-	4648124	4648240	4645674	4648096	Prpf18	27	ot
MmuEX1014758	chr17	-	33647460	33648812	33646660	33647445	Hnrnpm	14	nd
MmuEX1002715	chrX	+	159575098	159591331	159591358	159592070	A830080D01Rik	26	hi
MmuEX1015104	chr14	+	57525585	57531516	57531523	57542025	Il17d	6	nd
MmuEX0037124	chr7	+	3322432	3322565	3322580	3323455	Prkcg	14	
MmuEX6005276	chr6	-	85289789	85299539	85269964	85289761	Sfxn5	27	nd
MmuEX0021606	chr13	+	24984869	24986891	24986919	24987008	Gpld1	27	nd
MmuEX1026029	chr9	-	67283290	67286457	67278130	67283285	Tln2	4	nd
MmuEX1025122	chr4	+	48167257	48168433	48168447	48180669	Stx17	13	nd
MmuEX1027516	chr8	-	80986520	80987486	80985801	80986514	Usp38	5	nd
MmuEX0030963	chr10	-	109719087	109719956	109718367	109719065	Nav3	21	lo
MmuEX1028007	chr6	-	119981133	119990091	119972857	119981117	Wnk1	15	nd
MmuEX0008780	chrX	+	7626914	7627687	7627709	7627903	Cacna1f	21	
MmuEX1015922	chr7	+	44209751	44209894	44209901	44210654	Klk1b4	6	
MmuEX6036535	chr8	+	75462727	75465864	75465891	75575872	1700007B14Rik	26	
MmuEX0037928	chr2	-	90449982	90450814	90449864	90449972	Ptprj	9	nd
MmuEX1026852	chr7	-	46897563	46907050	46892561	46897559	Tsg101	3	nd
