event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
HsaEX0010276	chr1	-	228102561	228102642	228102383	228102548	C1orf35	12	
HsaEX1037450	chr2	-	113748433	113750424	113746340	113748415	SLC35F5	17	
HsaEX1025456	chr18	+	58044709	58344275	58344279	58390645	NEDD4L	3	nd
HsaEX0001722	chr12	+	111686240	111686350	111686375	111733922	ACAD10	24	
HsaEX1035906	chr1	+	237270617	237276335	237276339	237330877	RYR2	3	nd
HsaEX1036140	chr10	+	100348347	100351783	100351788	100352365	SCD	4	nd
HsaEX0056006	chr21	-	29009693	29019210	29008622	29009594	RWDD2B	22	nd
HsaEX1009440	chrX	-	108221089	108221148	108214229	108221079	COL4A6	9	nd
HsaEX0001558	chr2	+	3558999	3559447	3559463	3561316	RNASEH1-AS1	15	
HsaEX0030895	chrX	-	153790576	153790809	153790293	153790563	IDH3G	12	nd
HsaEX1027166	chr1	+	164652140	164831470	164831484	164899187	PBX1	13	
HsaEX1036964	chr5	-	139002086	139021170	138951885	139002081	SIL1	4	nd
HsaEX0011991	chr16	+	1212139	1212510	1212529	1213779	CACNA1H	18	nd
HsaEX0042392	chr12	+	8090300	8091839	8091851	8092675	NECAP1	11	nd
HsaEX0026637	chr3	+	180868837	180915675	180915697	180933333	FXR1	21	
HsaEX0040737	chr16	-	70679324	70679629	70678410	70679314	MTSS1L	9	hi
HsaEX1026141	chr7	-	108379234	108399435	108312732	108379227	NRCAM	6	nd
HsaEX0009357	chr14	-	45252924	45253034	45247378	45252910	MIS18BP1	13	nd
HsaEX1043241	chr22	-	20389616	20390496	20365536	20389605	USP41	10	
HsaEX1005854	chr1	+	92005300	92005660	92005664	92014205	BRDT	3	
HsaEX0053031	chr7	-	103478395	103482872	103472909	103478388	RELN	6	hi
HsaEX1039016	chr20	+	62143890	62144637	62144642	62154280	SS18L1	4	nd
HsaEX1006518	chr6	-	32343259	32349739	32339639	32343237	C6orf10	21	
HsaEX0063458	chr11	-	93736305	93737063	93734661	93736289	TAF1D	15	
HsaEX7106636	chr12	-	56664801	56670274	56664499	56664775	PTGES3	25	ot
HsaEX0005858	chr5	-	54285359	54310431	54171929	54285340	ARL15	18	ot
HsaEX1038924	chr1	+	206453381	206454143	206454157	206454877	SRGAP2	13	nd
HsaEX0013934	chrX	+	2726374	2733356	2733375	2738199	CD99	18	
HsaEX0006174	chr2	+	9335180	9336035	9336045	9344531	ASAP2	4	hi
HsaEX0034463	chr2	-	240728413	240734718	240726941	240728388	KIF1A	24	hi
HsaEX1018653	chr5	-	94385304	94386245	94384463	94385300	KIAA0825	3	nd
HsaEX1018442	chr6	+	72622582	72806858	72806874	73003916	KCNQ5	15	nd
HsaEX0065311	chr1	-	19747492	19755633	19747261	19747477	TMCO4	14	
HsaEX1044585	chr2	-	144399551	144400018	144397929	144399536	ZEB2	14	
HsaEX1036022	chr17	+	28365166	28372479	28372503	28381202	SARM1	23	
HsaEX1044756	chr7	+	44759461	44759721	44759747	44760424	ZMIZ2	25	
HsaEX6055930	chr3	-	49092294	49094336	49077039	49092283	QRICH1	10	nd
HsaEX1016588	chr7	+	18874597	18887267	18887271	18935808	HDAC9	3	nd
HsaEX1038700	chr12	+	49500206	49513408	49513422	49514554	SPATS2	13	nd
HsaEX0065069	chr9	-	81633365	81634096	81620558	81633347	TLE1	17	ot
HsaEX1009325	chr10	-	104038769	104039070	104038529	104038765	COL17A1	3	
HsaEX1032449	chr8	-	103483950	103498175	103483516	103483946	RP11-1C8.4	3	nd
HsaEX1013762	chr10	-	14554267	14554465	14553388	14554242	FAM107B	24	
HsaEX1005950	chr6	+	26448755	26449661	26449689	26450106	BTN3A3	27	
HsaEX1029776	chr1	-	35619543	35631273	35609409	35619528	PSMB2	14	nd
HsaEX6090308	chr10	-	104040000	104040350	104039641	104039972	COL17A1	27	
HsaEX0005873	chr3	+	97791827	97791952	97791966	97798023	ARL6	13	hi
HsaEX0020609	chr8	+	25341810	25342286	25342295	25342400	DOCK5	8	nd
HsaEX1032126	chr10	-	124787733	124789038	124774783	124787718	METTL10	14	nd
HsaEX1015047	chr6	-	111718984	111719804	111714444	111718980	FYN	3	nd
HsaEX0025906	chr17	-	18245851	18245933	18245661	18245837	FLII	13	
HsaEX6087593	chr10	-	13761670	13762623	13747820	13761646	FRMD4A	23	nd
HsaEX6079700	chr8	-	18802353	18804521	18801383	18802330	PSD3	22	
HsaEX1004907	chr2	-	25845294	25845480	25806341	25845290	ASXL2	3	nd
HsaEX1043980	chr19	+	33137784	33142776	33142781	33144843	WDR88	4	
HsaEX1028444	chr1	+	2491336	2492215	2492222	2494855	PLCH2	6	nd
HsaEX1034422	chr11	+	113818208	113820439	113820443	113822434	RP11-667M19.10	3	
HsaEX1024582	chr12	+	40397912	40400040	40400068	40406023	MUC19	27	
HsaEX1012890	chr15	+	44537428	44538571	44538581	44550875	EIF3J	9	nd
HsaEX1042155	chr1	+	156344709	156344765	156344769	156346778	TSACC	3	nd
HsaEX0035037	chr17	-	41501745	41502373	41501363	41501718	KRT13	26	
HsaEX0067211	chr4	-	188097347	188099034	188097162	188097323	TRIML2	23	
HsaEX0067471	chr7	+	98945801	98945929	98945951	98948220	TRRAP	21	ot
HsaEX1038363	chr8	-	81802389	81802396	81801594	81802385	SNX16	3	
HsaEX1033934	chr16	-	71432893	71433013	71432724	71432869	RP11-510M2.4	23	
HsaEX1045090	chr16	-	49778225	49789486	49730972	49778220	ZNF423	4	nd
HsaEX1005255	chr1	+	28236453	28237238	28237248	28237836	ATPIF1	9	nd
HsaEX0073251	chr10	-	37967940	37971707	37957547	37967916	ZNF25	23	nd
HsaEX0012502	chr12	-	25190632	25195075	25161198	25190613	CASC1	18	hi
HsaEX0021080	chr18	+	34820916	34825266	34825276	34827592	DTNA	9	lo
HsaEX1027251	chr10	-	54575282	54664171	54527878	54575272	PCDH15	9	nd
HsaEX1043042	chr10	-	11999149	11999905	11997758	11999145	UPF2	3	nd
HsaEX0028410	chrX	-	19037491	19037588	19035978	19037466	ADGRG2	24	
HsaEX0073335	chr15	-	56636112	56642951	56635251	56636096	ZNF280D	12	nd
HsaEX1028685	chr6	-	99413213	99414571	99412740	99413208	PNISR	4	nd
HsaEX1045768	chr12	-	57631365	57631914	57631255	57631338	B4GALNT1	26	
HsaEX0006858	chr3	+	141916021	141916554	141916575	141925530	ATP1B3	20	
HsaEX0071675	chrX	+	10117690	10120447	10120459	10122618	WWC3	11	
HsaEX1028839	chr19	-	1094164	1095258	1094079	1094154	POLR2E	9	nd
HsaEX0065059	chr3	-	53237922	53240250	53235175	53237796	TKT	24	nd
HsaEX0039536	chr10	+	21617208	21623736	21623740	21651672	MLLT10	3	nd
HsaEX1025565	chr1	+	204988807	204993760	204993772	205009556	NFASC	11	nd
HsaEX1035308	chr20	-	53273382	53487141	53256564	53273375	RP4-678D15.1	6	nd
HsaEX1022349	chr12	+	40227541	40227890	40227917	40232273	LRRK2	26	
HsaEX1025827	chr3	+	161227344	161231770	161231774	161233398	NMD3	3	nd
HsaEX1027880	chr9	+	93636470	93660320	93660324	93673789	PHF2	3	
HsaEX6023883	chr17	+	59575650	59577061	59577073	59577132	DHX40	11	nd
HsaEX0065333	chr12	+	123586940	123587610	123587632	123590341	TMED2	21	
HsaEX6068034	chr12	+	80336556	80336796	80336821	80336911	OTOGL	24	
HsaEX0049742	chr10	-	73448691	73454411	73446577	73448663	PPP3CB	27	nd
HsaEX0070666	chr3	+	184839753	184843239	184843251	184849070	VPS8	6	nd
HsaEX0032336	chr17	-	44374761	44374997	44374471	44374658	ITGA2B	22	lo
HsaEX0041755	chr11	+	20080210	20082591	20082601	20083006	NAV2	9	hi
HsaEX1026640	chr2	-	200957934	200958029	200957545	200957916	ORC2	17	
HsaEX1018350	chr11	-	74459751	74461954	74457604	74459725	KCNE3	25	
HsaEX1031562	chr14	+	24158200	24158587	24158599	24159863	RNF31	11	nd
HsaEX1029197	chr4	-	6360693	6372522	6348011	6360688	PPP2R2C	4	nd
HsaEX0065352	chr17	+	74819844	74830061	74830075	74835926	TMEM104	13	
HsaEX0021661	chr7	-	105567491	105569202	105565448	105567466	EFCAB10	24	
HsaEX0018350	chr17	-	78696010	78698268	78692494	78696006	CYTH1	3	ot
HsaEX1025055	chr11	+	71455171	71455966	71455974	71458427	NADSYN1	7	nd
HsaEX1007773	chrX	+	2691428	2692206	2692222	2714421	CD99	15	nd
HsaEX1029046	chr2	+	169614725	169615538	169615548	169630773	PPIG	9	
HsaEX1030019	chr9	-	109456763	109457172	109454575	109456759	PTPN3	3	nd
HsaEX1009312	chr9	+	99042108	99043593	99043620	99044567	COL15A1	26	
HsaEX1017047	chr19	+	41268346	41291878	41291885	41305680	HNRNPUL1	6	
HsaEX1014269	chr22	+	45550616	45565144	45565156	45574510	FBLN1	11	nd
HsaEX1008131	chr2	-	37215252	37216139	37214953	37215224	CEBPZ	27	
HsaEX6038668	chr18	-	35255802	35263512	35254382	35255777	ZSCAN30	24	
HsaEX1009460	chr21	+	46000368	46000758	46000768	46001252	COL6A1	6	nd
HsaEX1040710	chrX	-	123659238	123665641	123645376	123659234	THOC2	3	nd
HsaEX0041746	chr1	+	201789793	201790553	201790578	201790688	NAV1	24	hi
HsaEX1006713	chr19	-	13227765	13228698	13224773	13227760	CACNA1A	4	nd
HsaEX1009363	chr5	-	178290370	178306874	178288351	178290361	COL23A1	8	nd
HsaEX7103635	chr4	-	62157386	62161746	62143349	62157368	ADGRL3-AS1	17	
HsaEX1005044	chr13	+	112862576	112866146	112866171	112871734	ATP11A	24	
HsaEX6008106	chr7	-	47280191	47280285	47278221	47280163	TNS3	27	nd
HsaEX1022930	chr20	+	32836842	32838717	32838730	32839734	MAPRE1	12	nd
HsaEX1028288	chr6	+	122725382	122725436	122725449	122730274	PKIB	12	
HsaEX1041953	chr5	-	115148162	115163517	115147395	115148140	TRIM36	21	
HsaEX7001123	chr2	-	47948410	47996715	47943613	47948383	AC079807.4	26	
HsaEX1040253	chr3	+	44400588	44400965	44400969	44401202	TCAIM	3	nd
HsaEX0043901	chr20	-	1455720	1458199	1455133	1455713	NSFL1C	3	hi
HsaEX1044946	chr16	+	31875303	31878285	31878299	31884497	ZNF267	13	nd
HsaEX0047246	chr7	+	77893665	77893981	77893994	77900710	PHTF2	12	
HsaEX6097930	chr5	-	39124279	39127740	39122403	39124252	FYB	26	nd
HsaEX1027930	chr16	+	30753558	30754549	30754564	30756181	PHKG2	14	nd
HsaEX1009946	chr8	-	3949960	3997902	3754039	3949955	CSMD1	4	nd
HsaEX0029257	chr5	+	140691757	140693490	140693509	140693590	HARS2	18	ot
HsaEX1033475	chr13	+	68885218	68885709	68885728	68888716	RP11-411G9.2	18	
HsaEX1044320	chr22	+	31944821	31945226	31945236	31956138	YWHAH	9	nd
HsaEX6051711	chrX	-	49226244	49226408	49226070	49226216	CACNA1F	27	
HsaEX1016315	chr2	-	144103447	144141881	144007536	144103431	GTDC1	15	nd
HsaEX1039775	chr14	+	64190238	64190601	64190615	64202800	SYNE2	13	nd
HsaEX0071148	chr17	-	82627009	82627203	82625484	82626995	WDR45B	13	nd
HsaEX0006044	chr11	-	75271725	75272894	75268960	75271700	ARRB1	24	hi
HsaEX1041268	chr3	-	194610802	194610915	194604446	194610798	TMEM44	3	nd
HsaEX0072734	chr15	+	40810217	40810387	40810394	40810648	ZFYVE19	6	nd
HsaEX1002317	chr17	+	36183620	36187496	36187521	36187813	AC131056.3	24	
HsaEX1027398	chr11	-	768100	770313	767374	768095	PDDC1	4	nd
HsaEX7010863	chr22	-	38222663	38224784	38221711	38222641	TMEM184B	21	hi
HsaEX1041312	chr8	-	55705647	55725115	55696835	55705643	TMEM68	3	
HsaEX1043329	chr6	+	144447782	144447927	144447937	144448599	UTRN	9	
HsaEX1015046	chr6	-	111869617	111872967	111846630	111869613	FYN	3	nd
HsaEX1038791	chr10	-	72072726	72088139	72072549	72072717	SPOCK2	8	nd
HsaEX1021030	chr9	+	129342044	129342133	129342137	129347225	LINC01503	3	nd
HsaEX6018202	chr2	-	210302793	210303541	210302516	210302767	MYL1	25	
HsaEX1016698	chr15	-	63638618	63638710	63638537	63638602	HERC1	15	
HsaEX1004210	chr3	+	49680630	49680967	49680992	49681100	APEH	24	
HsaEX1006312	chr20	+	36609722	36609740	36609753	36609754	C20orf24	12	
HsaEX1009311	chr9	+	98997086	98997852	98997860	99000849	COL15A1	7	
HsaEX0027924	chr12	-	101796263	101796676	101790058	101796253	GNPTAB	9	nd
HsaEX6026497	chr22	-	32367715	32368496	32363059	32367689	RFPL3S	25	
HsaEX0041736	chr17	-	74772396	74772895	74772278	74772391	NAT9	4	nd
HsaEX6000531	chr11	-	4601687	4602151	4601128	4601663	TRIM68	23	nd
HsaEX0005452	chr17	+	38498511	38498931	38498955	38500596	ARHGAP23	23	hi
HsaEX1018334	chr1	+	6095625	6096120	6096127	6096635	KCNAB2	6	nd
HsaEX1009245	chr16	+	76538341	76538917	76538925	76539718	CNTNAP4	7	nd
HsaEX1006187	chr19	+	18589684	18590273	18590299	18590853	C19orf60	25	
HsaEX0009966	chr19	-	50159251	50159493	50158349	50159229	IZUMO2	21	
HsaEX6074850	chr15	-	52323370	52327851	52321510	52323354	MYO5A	15	
HsaEX1002787	chr7	+	45710653	45711528	45711536	45713692	ADCY1	7	nd
HsaEX6011928	chr2	-	11218467	11218965	11217170	11218454	ROCK2	12	nd
HsaEX1029269	chr19	-	46598711	46600882	46527073	46598707	PPP5D1	3	nd
HsaEX1016404	chrX	-	109396339	109398548	109395490	109396316	GUCY2F	22	
HsaEX0000641	chr10	-	26771090	26777064	26770346	26771074	ABI1	15	hi
HsaEX0039447	chr14	-	75039931	75041614	75038413	75039910	MLH3	20	
HsaEX1028391	chr12	+	113375008	113377251	113377267	113380744	PLBD2	15	nd
HsaEX0012099	chr11	-	115207308	115209573	115198439	115207301	CADM1	6	nd
HsaEX1042585	chr8	+	15730730	15742921	15742925	15743537	TUSC3	3	nd
HsaEX0051079	chr20	+	2965203	2975214	2975242	2986764	PTPRA	27	hi
HsaEX1013810	chr9	-	127506247	127506785	127505675	127506225	FAM129B	21	
HsaEX0045907	chr7	-	82835694	82838217	82827967	82835666	PCLO	27	hi
HsaEX0048345	chr14	+	64736892	64737355	64737376	64737861	PLEKHG3	20	nd
HsaEX1027033	chr18	-	80202627	80202709	80197639	80202603	PARD6G	23	
HsaEX1041152	chr16	+	1528797	1534189	1534204	1541920	TMEM204	14	
HsaEX0043765	chr7	-	108158031	108159462	108150148	108158027	NRCAM	3	nd
HsaEX0009946	chr19	-	3619377	3620126	3619243	3619349	CACTIN	27	
HsaEX6027662	chr1	-	1084507	1085877	1084384	1084480	C1orf159	26	nd
HsaEX1026895	chr5	-	43555837	43556818	43547914	43555829	PAIP1	7	
HsaEX1017177	chrX	-	53433373	53433721	53432412	53433369	HSD17B10	3	nd
HsaEX6035820	chr1	+	198639342	198692346	198692374	198696711	PTPRC	27	nd
HsaEX0032347	chr17	+	50077448	50077656	50077660	50078045	ITGA3	3	nd
HsaEX6081453	chr8	+	90791986	90801690	90801716	90824716	NECAB1	25	nd
HsaEX6079108	chr20	+	62821217	62821506	62821531	62821756	COL9A3	24	nd
HsaEX6027231	chr22	+	44192105	44193800	44193824	44196154	PARVG	23	nd
HsaEX1006513	chr6	-	32330610	32332033	32324680	32330603	C6orf10	6	
HsaEX7003683	chr6	+	36386931	36393066	36393084	36393437	RP1-50J22.4	17	
HsaEX1030661	chr5	+	168486544	168487967	168487971	168488601	RARS	3	nd
HsaEX0028486	chr19	+	1105810	1106241	1106267	1106399	GPX4	25	nd
HsaEX1026598	chr11	-	132810798	132942930	132657320	132810792	OPCML	5	nd
HsaEX0012704	chr20	+	33611213	33618193	33618219	33619516	CBFA2T2	25	
HsaEX6037774	chr1	+	246634588	246641748	246641771	246641940	CNST	22	nd
HsaEX6085764	chr4	-	108899181	108901118	108896712	108899153	COL25A1	27	nd
HsaEX1031130	chr1	-	151346767	151347210	151346607	151346754	RFX5	12	nd
HsaEX0064486	chr16	-	69368596	69370482	69368483	69368586	TERF2	9	ot
HsaEX0037492	chr15	+	67727946	67748230	67748258	67748568	MAP2K5	27	ot
HsaEX6049197	chr6	-	123279083	123316456	123278348	123279055	TRDN	27	nd
HsaEX1045025	chr8	-	144785841	144787278	144780281	144785833	ZNF34	7	nd
HsaEX1037234	chr11	-	63182683	63183693	63180776	63182679	SLC22A25	3	
HsaEX1008144	chr9	+	133063945	133064403	133064426	133064639	CEL	22	
HsaEX1029808	chr16	+	74302293	74302400	74302404	74304302	PSMD7	3	nd
HsaEX0064873	chr16	+	3027074	3027169	3027281	3027365	THOC6	27	nd
HsaEX0026531	chr16	+	53934110	53984937	53984955	54111761	FTO	17	
HsaEX6029351	chr1	+	25812782	25813630	25813642	25813880	SELENON	11	nd
HsaEX1006924	chr6	+	44177421	44177574	44177583	44179951	CAPN11	8	
HsaEX1041507	chr19	-	55142096	55145543	55141921	55142091	TNNT1	4	nd
HsaEX1017531	chr1	+	18376993	18377309	18377313	18377392	IGSF21	3	nd
HsaEX6101677	chr5	-	181199118	181199850	181198806	181199094	TRIM7	23	nd
HsaEX1027053	chr6	-	162265205	162270013	162262766	162265190	PARK2	14	
HsaEX1018999	chr13	-	69748292	69796737	69740557	69748285	KLHL1	6	nd
HsaEX1009866	chr3	+	33134266	33139070	33139074	33142394	CRTAP	3	nd
HsaEX1029115	chr12	-	79782596	79786373	79781863	79782570	PPP1R12A	25	
HsaEX1018529	chr5	+	138386622	138387710	138387729	138391012	KDM3B	18	
HsaEX1031569	chr4	+	2497122	2497196	2497200	2512437	RNF4	3	
HsaEX1002327	chr16	+	16322438	16322533	16322552	16322627	AC138969.4	18	
HsaEX6006631	chr21	+	45989779	45990257	45990285	45990377	COL6A1	27	nd
HsaEX1005967	chr10	+	123160566	123161382	123161389	123162235	BUB3	6	nd
HsaEX0029101	chr2	+	188584404	188589739	188589751	188593939	GULP1	11	ot
HsaEX1030662	chr5	+	168506832	168509681	168509694	168510580	RARS	12	nd
HsaEX0036505	chr6	+	25556851	25576975	25576994	25577115	CARMIL1	18	ot
HsaEX1027847	chr12	+	8932832	8933335	8933351	8933864	PHC1	15	hi
HsaEX1026997	chr4	-	107719078	107720119	107718397	107719074	PAPSS1	3	nd
HsaEX0060015	chr19	-	47441187	47441336	47437974	47441168	SLC8A2	18	ot
HsaEX0051764	chr16	-	28905879	28906018	28905760	28905866	RABEP2	12	nd
HsaEX0025462	chr1	-	157807123	157820006	157804112	157807101	FCRL1	21	
HsaEX0035564	chr10	+	86687273	86689259	86689275	86691895	LDB3	15	nd
HsaEX6101406	chr5	+	177359368	177365962	177365985	177367313	RGS14	22	nd
HsaEX1025674	chr15	+	22810797	22811376	22811381	22812162	NIPA1	4	nd
HsaEX1032280	chr17	-	57990946	57993550	57989797	57990931	RP11-159D12.5	14	
HsaEX0038623	chr6	-	131616123	131618406	131616003	131616102	MED23	20	
HsaEX1040945	chr12	-	66145362	66145840	66138167	66145354	TMBIM4	7	nd
HsaEX6063928	chr9	+	135778582	135785309	135785331	135786196	KCNT1	21	nd
HsaEX6006594	chr21	+	45482026	45482794	45482822	45489485	COL18A1	27	nd
HsaEX6012426	chr2	+	27084532	27084990	27085009	27085159	EMILIN1	18	
HsaEX0048140	chr1	+	2502410	2503616	2503644	2503921	PLCH2	27	hi
HsaEX1025826	chr3	+	161221410	161221711	161221725	161221993	NMD3	13	nd
HsaEX1017758	chr12	-	26937810	26938267	26936815	26937795	INTS13	14	
HsaEX1039609	chr7	-	47993073	47994314	47988881	47993051	SUN3	21	
HsaEX0060706	chr6	+	7595102	7599672	7599681	7601335	SNRNP48	8	nd
HsaEX0053360	chr4	+	3343054	3386415	3386438	3414071	RGS12	22	nd
HsaEX1040624	chr8	+	133133661	133133982	133133986	133134675	TG	3	
HsaEX1028959	chr10	-	70213274	70213462	70210420	70213258	PPA1	15	nd
HsaEX1044930	chr19	+	22052636	22058705	22058719	22087976	ZNF257	13	nd
HsaEX0052258	chr4	+	159343405	159344035	159344060	159345105	RAPGEF2	24	hi
HsaEX6036666	chr1	+	215081862	215082121	215082143	215086367	KCNK2	21	
HsaEX1039524	chr5	+	32585972	32586491	32586502	32588511	SUB1	10	nd
HsaEX6001945	chr11	+	47981009	48110057	48110077	48112746	PTPRJ	19	nd
HsaEX1007964	chr7	+	106024563	106026681	106026696	106028550	CDHR3	14	ot
HsaEX1002441	chr9	+	32408652	32411899	32411904	32418127	ACO1	4	nd
HsaEX0065753	chr2	-	201640266	201640892	201639046	201640260	TMEM237	5	nd
HsaEX0028013	chr1	-	150695746	150696991	150694851	150695729	GOLPH3L	16	
HsaEX1004654	chr15	+	72518135	72518422	72518426	72544819	ARIH1	3	nd
HsaEX1042839	chr2	+	135755692	135756863	135756870	135761817	UBXN4	6	nd
HsaEX1024989	chr13	-	32536947	32538617	32527533	32536932	N4BP2L2	14	nd
HsaEX0047046	chr22	-	44889783	44891305	44888122	44889759	PHF21B	23	ot
HsaEX0052626	chr6	+	154792977	154794425	154794447	154795008	SCAF8	21	
HsaEX1003301	chr7	+	92062487	92062876	92062880	92065230	AKAP9	3	nd
HsaEX1035770	chr16	+	57235229	57238689	57238715	57238878	RSPRY1	25	
HsaEX1018333	chr1	+	6041873	6046906	6046910	6072754	KCNAB2	3	nd
HsaEX0061925	chr11	-	57330742	57331667	57330139	57330732	SSRP1	9	nd
HsaEX0069169	chr13	-	95993942	95996062	95990074	95993926	UGGT2	15	hi
HsaEX1012531	chr7	+	96076198	96079072	96079076	96080362	DYNC1I1	3	nd
HsaEX1009058	chr22	-	19208023	19208153	19201487	19208015	CLTCL1	7	nd
HsaEX6097233	chr5	+	5437115	5439894	5439914	5441111	ICE1	19	
HsaEX6097477	chr5	-	16780742	16781704	16780609	16780727	MYO10	14	nd
HsaEX1026343	chr1	+	145846197	145846432	145846459	145846597	NUDT17	26	
HsaEX1024466	chrX	+	150693070	150693653	150693677	150699194	MTMR1	23	
HsaEX1024906	chr19	+	17175742	17178195	17178211	17183828	MYO9B	15	nd
HsaEX0049513	chr19	+	45500562	45500689	45500711	45500902	PPM1N	21	
HsaEX1026563	chr7	+	44697498	44697602	44697608	44697623	OGDH	5	
HsaEX1029556	chr19	-	35801949	35802190	35800223	35801935	PRODH2	13	
HsaEX1013617	chr7	+	133275172	133280085	133280089	133288921	EXOC4	3	nd
HsaEX1017115	chr12	-	121858714	121858820	121857820	121858686	HPD	27	
HsaEX1028203	chr17	+	67552346	67553609	67553618	67578185	PITPNC1	8	nd
HsaEX1002416	chr1	-	180496761	180502044	180495526	180496748	ACBD6	12	nd
HsaEX6003443	chr11	-	68171252	68171542	68171152	68171231	KMT5B	20	nd
HsaEX1028131	chr1	-	46131716	46131846	46080751	46131710	PIK3R3	5	nd
HsaEX1013207	chr6	-	130846651	130858130	130840599	130846647	EPB41L2	3	nd
HsaEX0049811	chr11	+	68603493	68609610	68609629	68609903	PPP6R3	18	hi
HsaEX1024738	chr14	-	23433601	23434193	23433228	23433588	MYH7	12	
HsaEX1026418	chr2	+	183124498	183127189	183127193	183128286	NUP35	3	nd
HsaEX0025514	chr17	-	74864493	74864823	74864348	74864479	FDXR	13	
HsaEX1040861	chr15	-	70069573	70074532	70066219	70069569	TLE3	3	nd
HsaEX1022505	chr1	+	219179247	219187902	219187907	219193081	LYPLAL1	4	nd
HsaEX1031885	chr8	-	19110647	19227167	19085079	19110634	RP11-1080G15.1	12	
HsaEX1030919	chr4	+	26367780	26367873	26367901	26386352	RBPJ	27	
HsaEX7104586	chr6	-	166943842	166946681	166943090	166943823	RNASET2	18	
HsaEX1039623	chr17	-	58347028	58347187	58346314	58347024	SUPT4H1	3	nd
HsaEX1037013	chr20	+	1927900	1928131	1928146	1934714	SIRPA	14	nd
HsaEX0050512	chr9	-	76641981	76644738	76638289	76641971	PRUNE2	9	lo
HsaEX1005954	chr6	-	32403002	32404938	32401806	32402996	BTNL2	5	
HsaEX6034199	chr1	-	157839411	157841673	157836156	157839383	CD5L	27	
HsaEX1042798	chr20	-	3119685	3121383	3115467	3119680	UBOX5	4	nd
HsaEX1043608	chr17	-	709671	710532	699381	709667	VPS53	3	nd
HsaEX1009465	chr21	+	46112578	46112803	46112825	46114007	COL6A2	21	nd
HsaEX1012873	chr10	-	119048763	119049800	119044143	119048759	EIF3A	3	nd
HsaEX0064198	chr10	+	113159993	113161578	113161604	113165554	TCF7L2	25	nd
HsaEX1035588	chr6	+	42879952	42881077	42881083	42883318	RPL7L1	5	nd
HsaEX1011330	chr8	-	6936581	6936727	6936142	6936566	DEFA4	14	
HsaEX0026028	chr17	+	45234201	45234831	45234850	45236135	FMNL1	18	hi
HsaEX0040651	chr8	+	11298654	11298857	11298874	11300022	MTMR9	16	nd
HsaEX1024420	chr8	+	97687606	97690687	97690691	97690951	MTDH	3	nd
HsaEX1039104	chr3	+	98773984	98784798	98784809	98784944	ST3GAL6	10	nd
HsaEX1024476	chr22	+	29957089	29957280	29957293	29970975	MTMR3	12	nd
HsaEX1018234	chr9	+	677010	709360	709364	710803	KANK1	3	nd
HsaEX0022988	chr3	-	55985989	55992056	55950561	55985976	ERC2	12	hi
HsaEX0012104	chr3	+	84959669	85726521	85726549	85802046	CADM2	27	
HsaEX1003683	chr17	+	56227958	56230996	56231000	56326220	ANKFN1	3	
HsaEX6052136	chrX	+	70280279	70280558	70280583	70280765	ARR3	24	nd
HsaEX1015239	chr2	+	26183098	26183990	26184003	26184232	GAREM2	12	nd
HsaEX1000743	chr1	+	107057243	107057312	107057346	107057594		3	
HsaEX1042824	chr1	-	19102974	19104083	19101642	19102970	UBR4	3	nd
HsaEX1002631	chr5	-	157572276	157575602	157570981	157572269	ADAM19	6	nd
HsaEX0008691	chr6	+	26373414	26373953	26373960	26374326	BTN3A2	6	
HsaEX6034158	chr1	-	157549581	157552331	157547198	157549559	FCRL5	21	
HsaEX1016810	chr10	+	100546050	100546614	100546637	100547139	HIF1AN	22	nd
HsaEX0066019	chr17	+	50274571	50277714	50277741	50278555	TMEM92	26	
HsaEX0061046	chr14	-	50158591	50159430	50157122	50158564	SOS2	26	
HsaEX0061550	chr9	+	128627499	128627924	128627943	128630320	SPTAN1	18	ot
HsaEX1018070	chr10	-	7599932	7615981	7586070	7599907	ITIH5	24	
HsaEX1039634	chr9	-	112174670	112175132	112167689	112174649	SUSD1	20	
HsaEX6072379	chr14	-	80559303	80580373	80530887	80559278	CEP128	24	
HsaEX0013752	chr11	+	836154	836250	836263	836768	CD151	12	
HsaEX1002797	chr14	-	24334636	24334983	24332989	24334493	ADCY4	20	
HsaEX1014532	chr1	+	59346399	59360736	59360741	59378748	FGGY	4	nd
HsaEX0015941	chrX	+	21516632	21518516	21518529	21519542	CNKSR2	12	
HsaEX1035805	chr6	-	106581964	106583327	106572104	106581938	RTN4IP1	25	
HsaEX1038352	chr7	-	17869335	17873527	17868491	17869320	SNX13	14	nd
HsaEX1039602	chr7	+	842131	842966	842972	843205	SUN1	5	nd
HsaEX1031705	chr6	-	38944224	38953047	38936393	38944220	RP1-207H1.3	3	
HsaEX0041668	chr8	-	143577178	143577268	143576843	143577061	NAPRT	23	ot
HsaEX0069324	chr19	-	17623548	17624828	17618963	17623541	UNC13A	6	ot
HsaEX0004117	chr8	-	41700455	41701549	41699549	41700430	ANK1	24	hi
HsaEX6022982	chr17	-	44196419	44196928	44196080	44196395	ATXN7L3	23	nd
HsaEX1006077	chr12	+	105330938	105348601	105348627	105365806	C12orf75	25	nd
HsaEX6015061	chr2	+	112022524	112024856	112024872	112026165	MERTK	15	
HsaEX1001180	chr16	-	46471929	46474248	46470080	46471903		25	
